=@RssMarginPositionList($A$2:$T$2) => 接続待ち,,,,,,,,,,,,,,,,,,,
銘柄コード,銘柄名称,口座区分,建市場,信用区分,弁済期限,売買,建玉数量,発注数量,建値,建日,最終返済日,時価,前日比,前日比率,時価評価額,評価損益額,評価損益率,保証金率,現金保証金率
